feature,count_ones
cpi_9606.ENSP00000323867,10
cpi_9606.ENSP00000382177,10
cpi_9606.ENSP00000251453,10
cpi_9606.ENSP00000382982,10
cpi_9606.ENSP00000300108,10
cpi_9606.ENSP00000324105,10
cpi_9606.ENSP00000384774,10
cpi_9606.ENSP00000370373,10
cpi_9606.ENSP00000343690,10
cpi_9606.ENSP00000324856,10
cpi_9606.ENSP00000246549,10
cpi_9606.ENSP00000326042,10
cpi_9606.ENSP00000245983,10
cpi_9606.ENSP00000356094,10
cpi_9606.ENSP00000241600,10
cpi_9606.ENSP00000302620,10
cpi_9606.ENSP00000388107,10
cpi_9606.ENSP00000234389,10
cpi_9606.ENSP00000341885,10
cpi_9606.ENSP00000395653,10
cpi_9606.ENSP00000234071,10
cpi_9606.ENSP00000344353,10
cpi_9606.ENSP00000255465,10
cpi_9606.ENSP00000378089,10
cpi_9606.ENSP00000344674,10
cpi_9606.ENSP00000319814,10
cpi_9606.ENSP00000262367,10
cpi_9606.ENSP00000296412,10
cpi_9606.ENSP00000370912,10
cpi_9606.ENSP00000262187,10
cpi_9606.ENSP00000296641,10
cpi_9606.ENSP00000296674,10
cpi_9606.ENSP00000320171,10
cpi_9606.ENSP00000262027,10
cpi_9606.ENSP00000358223,10
cpi_9606.ENSP00000261755,10
cpi_9606.ENSP00000261386,10
cpi_9606.ENSP00000358042,10
cpi_9606.ENSP00000297258,10
cpi_9606.ENSP00000373674,10
cpi_9606.ENSP00000311165,10
cpi_9606.ENSP00000374323,10
cpi_9606.ENSP00000374353,10
cpi_9606.ENSP00000357651,10
cpi_9606.ENSP00000259667,10
cpi_9606.ENSP00000258749,10
cpi_9606.ENSP00000258662,10
cpi_9606.ENSP00000376178,10
cpi_9606.ENSP00000345487,10
cpi_9606.ENSP00000256999,10
cpi_9606.ENSP00000256722,10
cpi_9606.ENSP00000377527,10
cpi_9606.ENSP00000337773,10
cpi_9606.ENSP00000346901,9
cpi_9606.ENSP00000309649,9
